route_name,route_index,stop_id,stop_name,original_latitude,original_longitude,snapped_latitude,snapped_longitude,formatted_address,place_id,search_query
Ennore Bus Stand,0,stop1,Ernavur anna nagar,13.0849557,80.2101342,13.0849555836434,80.21014749449846,"Anna Nagar, Chennai, Tamil Nadu, India",ChIJm3EiiAdkUjoR4oGVuHcQoL0,"Ernavur anna nagar, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop2,Lift Gate,13.1850045,80.3120735,13.184989547761706,80.31207003610656,"Lift Gate, Bharath Nagar, Neidhal Nagar, Tiruvottiyur, Chennai, Tamil Nadu 600057, India",ChIJjZ4Jxy9wUjoRfCXYh5a_v4E,"Lift Gate, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop3,ITC,13.2145944,80.3202929,13.214582250726563,80.3203122018703,"Ennore, Tamil Nadu 600057, India",ChIJS7gITkZwUjoRogavtRBd_sQ,"ITC, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop4,Wimco nagar,13.1802412,80.3057142,13.180276790387934,80.30557429452449,"Wimco Nagar, Ramanathapuram, Tiruvottiyur, Chennai, Tamil Nadu 600057, India",ChIJe2RFHyRwUjoRxUynaswyAoM,"Wimco nagar, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop5,Thiruvottiyur Market,13.1639178,80.3034824,13.163916177403902,80.30352857493824,"Thiruvottiyur Market, Thiruvottiyur High Rd, Tiruvottiyur, Chennai, Tamil Nadu 600019, India",ChIJqf6Yv9xvUjoRTmLXIw_HuGs,"Thiruvottiyur Market, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop6,Theradi,13.2145944,80.3202929,13.214582250726563,80.3203122018703,"Ennore, Tamil Nadu 600057, India",ChIJS7gITkZwUjoRogavtRBd_sQ,"Theradi, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop7,Kaladipet market,13.2145944,80.3202929,13.214582250726563,80.3203122018703,"Ennore, Tamil Nadu 600057, India",ChIJS7gITkZwUjoRogavtRBd_sQ,"Kaladipet market, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop8,Raja Kadai,13.2160762,80.3194153,13.21607449181983,80.31942464186453,"6889+CQM, Sivan Padai St, Kathivakkam, Ennore, Chennai, Tamil Nadu 600057, India",ChIJsQ_vMR9xUjoRY_uY7KYxy-A,"Raja Kadai, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop9,Thangal,13.147959,80.298189,13.147940229783469,80.29823605199259,"Thangal, Thangal, Vasantha Nagar, Rajakadai, Tiruchanankuppam, Chennai, Tamil Nadu 600019, India",ChIJTcdDkJVvUjoR8rxBwBWw68I,"Thangal, Ennore Bus Stand, Chennai"
Ennore Bus Stand,0,stop10,Tollgate,13.14347,80.29639999999999,13.143470017270781,80.29639995631594,"Tollgate Metro, Thangal, Vasantha Nagar, Tondiarpet, Chennai, Tamil Nadu 600081, India",ChIJ377JV5ZvUjoRcoE4Loya--k,"Tollgate, Ennore Bus Stand, Chennai"
Tondiarpet (RTO Office),1,stop1,Tondiarpet Depot,13.1261062,80.2879959,13.12610148458203,80.28799454472447,"Tondiarpet, Chennai, Tamil Nadu, India",ChIJh9s_r5BvUjoRKw4H6KtqPiw,"Tondiarpet Depot, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop2,Kasimedu,13.1251136,80.2955419,13.125107315553846,80.29564962361539,"Kasimedu, Royapuram, Chennai, Tamil Nadu 600013, India",ChIJUzbskm1vUjoRIT4AE1ylr3M,"Kasimedu, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop3,Kasimedu Petrol Bunk,13.1251136,80.2955419,13.125107315553846,80.29564962361539,"Kasimedu, Royapuram, Chennai, Tamil Nadu 600013, India",ChIJUzbskm1vUjoRIT4AE1ylr3M,"Kasimedu Petrol Bunk, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop4,kalmandapam Police Station,13.1158257,80.29484529999999,13.115792362801521,80.29497297652364,"Kalmandapam, Royapuram, Chennai, Tamil Nadu 600013, India",ChIJEaXwkm1vUjoRFNa02rZNYZ8,"kalmandapam Police Station, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop5,ST Anne's School,13.1104695,80.29235190000001,13.1104325,80.29227089999999,"PUDUMANI KUPPAM MAIN BLOCK, ST. ANNE'S GIRLS HIGHER SECONDARY SCHOOL-PUDUMANI KUPPAM, Surya Narayana St, Pudumani Kuppam, Royapuram, Chennai, Tamil Nadu 600013, India",ChIJxUEgR2lvUjoRj5lY0IzrB-8,"ST Anne's School, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop6,Royapuram Bridge,13.1050173,80.28928789999999,13.104944864696504,80.28945021740519,"Royapuram Bridge, Anjaneya Nagar, Old Washermanpet, Chennai, Tamil Nadu 600013, India",ChIJSxjYfkJvUjoR9jrOTXutQnA,"Royapuram Bridge, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop7,Beach Station,13.091686,80.2920659,13.091847559170073,80.29156211767993,"37RR+MRG Beach station, Beach station, Chennai Port Trust, Chennai, Tamil Nadu 600001, India",ChIJJxDOH5ZvUjoRamynddE6Z4s,"Beach Station, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop8,Annamalai Mandram,13.0858633,80.28419439999999,13.086039378771334,80.28423418031213,"Rajah Annamalai Mandram, 5, Esplanade Rd, Esplanade, George Town, Chennai, Tamil Nadu 600104, India",ChIJJ6yqplNvUjoRx9ObD38WQDM,"Annamalai Mandram, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop9,GH (Rajiv Gandhi Hospital),13.0812224,80.2768198,13.08092132214472,80.27684429574596,"Poonamallee High Rd, Periamet, Park Town, Chennai, Tamil Nadu 600003, India",ChIJUXJbp6poUjoRb2mFfjs7zoQ,"GH (Rajiv Gandhi Hospital), Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop10,Everest Hotel,13.0807579,80.26881689999999,13.080772322926439,80.26881625863466,"23, Poonamallee High Rd, opp. Sub Registrar Office, Periamet, Adikesavarpuram, Poongavanapuram, Chennai, Tamil Nadu 600003, India",ChIJu2YH1b5nUjoRMdcksyePpls,"Everest Hotel, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop11,Neyveli House,13.0776932,80.2466267,13.077706803612012,80.24660276792822,"154, Poonamallee High Rd, New Bupathy Nagar, Kilpauk, Chennai, Tamil Nadu 600010, India",ChIJzcrE-nZmUjoRfwNNScZBjpg,"Neyveli House, Tondiarpet (RTO Office), Chennai"
Tondiarpet (RTO Office),1,stop12,KMC,13.1318065,80.29214879999999,13.131817239169854,80.29211679756811,"145/3, Balakrishna 1st St, Kasipuram, Tondiarpet, Chennai, Tamil Nadu 600081, India",ChIJC_ucOZxvUjoR9BnCaAd9BOM,"KMC, Tondiarpet (RTO Office), Chennai"
Tondiarpet,2,stop1,Tondiarpet Mani Cycle Shop,13.1251842,80.289183,13.12520769110104,80.28912344931781,"47GQ+3MF, Kesavan St, Sanjeevarayanpet, Tondiarpet, Chennai, Tamil Nadu 600081, India",ChIJ2wdoc3dvUjoRvqBlc6s-k1w,"Tondiarpet Mani Cycle Shop, Tondiarpet, Chennai"
Tondiarpet,2,stop2,Police Quarters,13.1389693,80.28836919999999,13.138953108863118,80.28836280623962,"47QQ+H8Q, Sivan Nagar, Police Colony, Tondiarpet, Chennai, Tamil Nadu 600081, India",ChIJi8kxFmVvUjoRiDLDAKYHYag,"Police Quarters, Tondiarpet, Chennai"
Tondiarpet,2,stop3,Post Office,13.1427586,80.2962417,13.142749992382967,80.29626274528958,"111, Tolgate, Srinivasa Nagar, Tondiarpet, Chennai, Tamil Nadu 600019, India",ChIJxdAIR75vUjoRmwfXbzaf5Fo,"Post Office, Tondiarpet, Chennai"
Tondiarpet,2,stop4,Maharani (Singapore Shoppee),13.1159028,80.283499,13.11595996705457,80.28340360096675,"1065, 1067, Thiruvottiyur High Rd, Mottai Garden, Washermanpet, Chennai, Tamil Nadu 600021, India",ChIJKUa5yWRvUjoRzZWfXjz4Nxc,"Maharani (Singapore Shoppee), Tondiarpet, Chennai"
Ajax,3,stop1,Ajax Bus Depot,43.8611288,-79.0259267,43.861128072482984,-79.02593013095394,"Ajax, ON, Canada",ChIJ0RWtQbTn1IkRzr6A0wHhd_s,"Ajax Bus Depot, Ajax, Chennai"
Ajax,3,stop2,Periyar nagar,13.1138311,80.2250885,13.113542873281517,80.22497221559983,"Periyar Nagar West, Perambur, Chennai, Tamil Nadu 600082, India",ChIJ3-cPGE5kUjoRwvWyvZCG_zc,"Periyar nagar, Ajax, Chennai"
Ajax,3,stop3,Ellaiamman koil,13.158073,80.30137479999999,13.158125657403126,80.30138773513592,"Ellaiamman Koil, S Mada St, Tirumala Avenue, Tirumalai Avenue, Rajakadai, Tiruvottiyur, Chennai, Tamil Nadu 600019, India",ChIJf244LsJvUjoRs_odSDNoivU,"Ellaiamman koil, Ajax, Chennai"
Ajax,3,stop4,Lakshmi koil,13.135157,80.29321,13.135151217141779,80.2932250066307,"Lakshmi Amman Koil, Thiruvottiyur High Rd, New Washermenpet, Tondiarpet, Chennai, Tamil Nadu 600081, India",ChIJzdEJ-ZtvUjoR1ghwOQPM5ts,"Lakshmi koil, Ajax, Chennai"
Ajax,3,stop5,Cemetery road,13.1092187,80.2861011,13.109218700000001,80.2861011,"Cemetery Rd, Chennai, Tamil Nadu, India",ChIJiRTeRGZvUjoRJbsAUElyrnA,"Cemetery road, Ajax, Chennai"
Ajax,3,stop6,Mint Old Bus stand,13.0843007,80.2704622,13.0843007,80.2704622,"Chennai, Tamil Nadu, India",ChIJYTN9T-plUjoRM9RjaAunYW4,"Mint Old Bus stand, Ajax, Chennai"
Ajax,3,stop7,Mint New Bus stand,13.1236427,80.2654882,13.12364531855353,80.26528114024676,"47F8+C65, Block H3 & H4, Mahakavi Bharathiyar Nagar East, Vasantham Garden, Vyasarpadi, Chennai, Tamil Nadu 600039, India",ChIJ_b6cLwBlUjoRhDJFD63w8VE,"Mint New Bus stand, Ajax, Chennai"
Ajax,3,stop8,Padmanabha Theatre,13.101126,80.274931,13.101090705431137,80.27483238948635,"Padmanabha Theatre, Peddanaickenpet, George Town, Chennai, Tamil Nadu 600001, India",ChIJ4QxiufVlUjoRJuXFNs0SEk8,"Padmanabha Theatre, Ajax, Chennai"
Choolai,4,stop1,Choolai post office,13.0904122,80.2655501,13.090408033354784,80.26560710041655,"37R8+567, Tiru Narayana Guru Rd, Choolai, Chennai, Tamil Nadu 600112, India",ChIJ0c431eRlUjoR7nM_o3t1geE,"Choolai post office, Choolai, Chennai"
Choolai,4,stop2,Veperi Police Station,13.0853311,80.2607068,13.085448899999998,80.2604248,"Periamet, Vepery, Chennai, Tamil Nadu, India",ChIJqRXoMOJlUjoRv6Xy0rbfqLA,"Veperi Police Station, Choolai, Chennai"
Choolai,4,stop3,Muthumari amman Koil- Pursaiwakkam,13.1108817,80.2204402,13.1108817,80.2204402,"Muthumari Amman Koil, Chennai, Tamil Nadu 600082, India",ChIJNUG8aE9kUjoRCCiWePO3ogc,"Muthumari amman Koil- Pursaiwakkam, Choolai, Chennai"
Choolai,4,stop4,Gangadeeswarar Koil,13.083655,80.2545824,13.083654999999998,80.2545824,"Gangadeeshwar Koil St, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",ChIJRSj1d-BlUjoRoOXhjSCHc_4,"Gangadeeswarar Koil, Choolai, Chennai"
Choolai,4,stop5,Alagappa Road,13.0817742,80.2528355,13.081774315454545,80.25283543730274,"Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu, India",ChIJgQWt8nVmUjoRZ84c4ANJwGg,"Alagappa Road, Choolai, Chennai"
Choolai,4,stop6,Pathala Ponniammam Koil,13.1039275,80.2850881,13.1039275,80.2850881,"Ponniamman Koil St, George Town, Chennai, Tamil Nadu 600001, India",ChIJGf3yoV1vUjoR1OnHCU2fyBM,"Pathala Ponniammam Koil, Choolai, Chennai"
Choolai,4,stop7,Motcham theatre,13.0845859,80.2503526,13.084589351884746,80.2503338387272,"37M2+R4Q, Millers Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",ChIJzZUn4d5lUjoRQakqJILharI,"Motcham theatre, Choolai, Chennai"
Choolai,4,stop8,Mummy Daddy,13.0983799,80.2604903,13.098377689885213,80.26048864645547,"37X6+955, Demellows Rd, Pattalam, Pulianthope, Chennai, Tamil Nadu 600012, India",ChIJNYnlru5lUjoRboueozgxBvM,"Mummy Daddy, Choolai, Chennai"
Dovton Bridge,5,stop1,Muthumariamman kovil (Dovton Bridge),13.0868849,80.25907649999999,13.086899121231463,80.25907860216714,"Doveton Bridge, Jermiah Rd, Periamet, Vepery, Chennai, Tamil Nadu 600007, India",ChIJMc7jTuFlUjoRsIozImdd3Xg,"Muthumariamman kovil (Dovton Bridge), Dovton Bridge, Chennai"
Dovton Bridge,5,stop2,Kellys - Signal,13.0868849,80.25907649999999,13.086899121231463,80.25907860216714,"Doveton Bridge, Jermiah Rd, Periamet, Vepery, Chennai, Tamil Nadu 600007, India",ChIJMc7jTuFlUjoRsIozImdd3Xg,"Kellys - Signal, Dovton Bridge, Chennai"
Dovton Bridge,5,stop3,Murugan Hospital,13.0868849,80.25907649999999,13.086899121231463,80.25907860216714,"Doveton Bridge, Jermiah Rd, Periamet, Vepery, Chennai, Tamil Nadu 600007, India",ChIJMc7jTuFlUjoRsIozImdd3Xg,"Murugan Hospital, Dovton Bridge, Chennai"
Dovton Bridge,5,stop4,Kallarai- Road,13.0868849,80.25907649999999,13.086899121231463,80.25907860216714,"Doveton Bridge, Jermiah Rd, Periamet, Vepery, Chennai, Tamil Nadu 600007, India",ChIJMc7jTuFlUjoRsIozImdd3Xg,"Kallarai- Road, Dovton Bridge, Chennai"
Dovton Bridge,5,stop5,Periyapalayathamman Temple,13.0868849,80.25907649999999,13.086899121231463,80.25907860216714,"Doveton Bridge, Jermiah Rd, Periamet, Vepery, Chennai, Tamil Nadu 600007, India",ChIJMc7jTuFlUjoRsIozImdd3Xg,"Periyapalayathamman Temple, Dovton Bridge, Chennai"
Dovton Bridge,5,stop6,Shenoy nagar Bus Stop,13.081553,80.22531099999999,13.081502858782516,80.22530912674458,"Shenoy Nagar, Pulla Ave, Bharathi Puram, Annanagar East, Chennai, Tamil Nadu 600030, India",ChIJy1g-6ilkUjoRiZJDWH_dh70,"Shenoy nagar Bus Stop, Dovton Bridge, Chennai"
Chintadripet,6,stop1,Chintadripet Fish Market,13.0755096,80.2694866,13.075460793953013,80.2694738546269,"38, Arunachala St, Egmore, Arunachala Street, Egmore, Adikesavarpuram, Chintadripet, Chennai, Tamil Nadu 600002, India",ChIJY9bAfgBnUjoRNjpVR-Edw_4,"Chintadripet Fish Market, Chintadripet, Chennai"
Chintadripet,6,stop2,Chintadripet Market,13.0752459,80.269791,13.075371281913837,80.26982618843769,"Swamy Pandaram St, Chintadripet, Chennai, Tamil Nadu 600002, India",ChIJF8VQyQVmUjoRt1ie1MZb3Zw,"Chintadripet Market, Chintadripet, Chennai"
Chintadripet,6,stop3,Chintadripet Police Quarters,13.0680968,80.2630339,13.0680968,80.2630339,"Police Quarters Ln, Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600002, India",ChIJmcmSShBmUjoR2iWt5rRIIdI,"Chintadripet Police Quarters, Chintadripet, Chennai"
Chintadripet,6,stop4,Pudupet,13.0690843,80.264191,13.069018475228042,80.26419742648669,"Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu, India",ChIJn8geEBBmUjoR-iqyz06i_fE,"Pudupet, Chintadripet, Chennai"
Chintadripet,6,stop5,Egmore Court,13.073011,80.26199,13.072995382024748,80.2619848873792,"Egmore Court, Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600008, India",ChIJh8coXw5mUjoRr-WnuP4iCMo,"Egmore Court, Chintadripet, Chennai"
Chintadripet,6,stop6,Rajarthinam Stadium,13.0675072,80.2617137,13.067565446497763,80.26108451672798,"Rukmani Lakshmipathi Rd, opposite to vijaya bank, Pudupet, Komaleeswaranpet, Egmore, Chennai, Tamil Nadu 600002, India",ChIJt__JCxFmUjoReSHFU5asp5o,"Rajarthinam Stadium, Chintadripet, Chennai"
Chintadripet,6,stop7,Egmore (Co-Optex) Bridge,13.0680138,80.2549994,13.067824490291416,80.25520127361551,"350, Pantheon Rd, Sulaiman Zackria Avenue, Egmore, Chennai, Tamil Nadu 600008, India",ChIJVRvizxJmUjoRLJmkuhHiGEU,"Egmore (Co-Optex) Bridge, Chintadripet, Chennai"
Chintadripet,6,stop8,Halls Road Junction,13.0734014,80.2564261,13.073401400000002,80.2564261,"Tamil Salai, Egmore, Chennai, Tamil Nadu 600008, India",ChIJQRRx4QxmUjoRXpDHyW9gtNk,"Halls Road Junction, Chintadripet, Chennai"
Chintadripet,6,stop9,Chepet Signal,13.0749917,80.2697653,13.074843520908297,80.26972393633537,"Chintadripet, Chennai, Tamil Nadu, India",ChIJiTxWwgRmUjoRLq6ETQcCAyI,"Chepet Signal, Chintadripet, Chennai"
Chintadripet,6,stop10,Harington Road Junction,13.069382,80.2370451,13.069381999999997,80.2370451,"Harrington Rd, Chennai, Tamil Nadu, India",ChIJIW5ZhH1mUjoRVSGC9XYESuc,"Harington Road Junction, Chintadripet, Chennai"
Chintadripet,6,stop11,Pantaloon,13.061336,80.261307,13.06111647976623,80.26150916219325,"768, அண்ணா சாலை, Anna Salai, Chintadripet, Chennai, Tamil Nadu 600002, India",ChIJmY03fRZmUjoRcOQOWOB1rIk,"Pantaloon, Chintadripet, Chennai"
Chintadripet,6,stop12,Skywalk bridge,13.0763106,80.26580229999999,13.076341601970885,80.26580845151572,"Bridge, Arunachallam St, Komaleeswaranpet, Chintadripet, Chennai, Tamil Nadu 600002, India",ChIJbe2lAAZmUjoRs4IuTgo6ur0,"Skywalk bridge, Chintadripet, Chennai"
Loyola College,7,stop1,Loyola College,13.0629294,80.2334959,13.06278774165464,80.23349736861711,"24, 9, Nelson Manickam Rd, Nungambakkam, Chennai, Tamil Nadu 600034, India",ChIJs8q5QoRnUjoRJ-xgHECGPf4,"Loyola College, Loyola College, Chennai"
Loyola College,7,stop2,Nungambakkam Railway Station,13.0644396,80.232619,13.064448714887689,80.2325179956278,"Nungambakkam, Railway Border Rd, Sowrashtra Nagar, Choolaimedu, Chennai, Tamil Nadu 600094, India",ChIJ3RWncWJmUjoR37H5hJC124Q,"Nungambakkam Railway Station, Loyola College, Chennai"
Loyola College,7,stop3,Mehta Nagar,13.0629294,80.2334959,13.06278774165464,80.23349736861711,"24, 9, Nelson Manickam Rd, Nungambakkam, Chennai, Tamil Nadu 600034, India",ChIJs8q5QoRnUjoRJ-xgHECGPf4,"Mehta Nagar, Loyola College, Chennai"
Loyola College,7,stop4,Anna Arch,13.0629294,80.2334959,13.06278774165464,80.23349736861711,"24, 9, Nelson Manickam Rd, Nungambakkam, Chennai, Tamil Nadu 600034, India",ChIJs8q5QoRnUjoRJ-xgHECGPf4,"Anna Arch, Loyola College, Chennai"
Loyola College,7,stop5,Arumpakkam- Indian Hospital,13.0629294,80.2334959,13.06278774165464,80.23349736861711,"24, 9, Nelson Manickam Rd, Nungambakkam, Chennai, Tamil Nadu 600034, India",ChIJs8q5QoRnUjoRJ-xgHECGPf4,"Arumpakkam- Indian Hospital, Loyola College, Chennai"
Chintamani,8,stop1,Chintamani,13.0856126,80.22405359999999,13.085667156406519,80.22417252877186,"Chintamani, 1st Ave, G Block, Annanagar East, Chennai, Tamil Nadu 600102, India",ChIJlVw5KSlkUjoRDOh6Q81Q70c,"Chintamani, Chintamani, Chennai"
Chintamani,8,stop2,K3 Police station,13.0812048,80.2179792,13.081209135259437,80.21793651320701,"3rd Avenue, Shenoy Nagar, Anna Arch Rd, NSK Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",ChIJ5yQzdCdkUjoRwKIxWTya3pQ,"K3 Police station, Chintamani, Chennai"
Chintamani,8,stop3,Razack Garden,13.0740394,80.2164456,13.074095011321887,80.2164541498359,"Razaak Garden, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600106, India",ChIJtbfc7ZtmUjoRZ-qPBTL8DyY,"Razack Garden, Chintamani, Chennai"
Chintamani,8,stop4,MMDA,13.1684411,80.24502629999999,13.16844213712294,80.24499868291267,"MMDA, TNHB Layout, Mathur, Tamil Nadu 600068, India",ChIJTZNKMjJlUjoR0jNhM0BVylU,"MMDA, Chintamani, Chennai"
Chintamani,8,stop5,MMDA Bus Depot,13.065185,80.2113182,13.065134809993124,80.21123799236376,"M.M.D.A., Jawaharlal Nehru Salai, Ashoka Nagar, Sri Sakthi Nagar, Balavinayagar Nagar, Chennai, Tamil Nadu 600106, India",ChIJ9-1lSJZmUjoRq92sn-T-t1E,"MMDA Bus Depot, Chintamani, Chennai"
Maduravoyal Erikarai,9,stop1,Maduravoyal Erikarai,13.061556,80.1433335,13.061490693884322,80.14333785853717,"Madhuravoyal Earikarai, Ganga Nagar, Chennai, Tamil Nadu 600077, India",ChIJG7mSGHZhUjoRkP1ciYgIKbQ,"Maduravoyal Erikarai, Maduravoyal Erikarai, Chennai"
Maduravoyal Erikarai,9,stop2,Vanagaram bus stop,13.0603972,80.15475579999999,13.06041162842412,80.15475599960374,"3563+5W2, NH 48, Sivabatham, Maduravoyal, Chennai, Tamil Nadu 600095, India",ChIJ74WgCtphUjoRA791MOs5yH4,"Vanagaram bus stop, Maduravoyal Erikarai, Chennai"
Maduravoyal Erikarai,9,stop3,Shrivari Signal,13.0686094,80.1831219,13.068609399999998,80.1831219,"Erikarai St, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu, India",ChIJn7N-ElJhUjoRI3OM4auiSrk,"Shrivari Signal, Maduravoyal Erikarai, Chennai"
Maduravoyal Erikarai,9,stop4,Velappanchavadi (Harsha Toyota),13.0686094,80.1831219,13.068609399999998,80.1831219,"Erikarai St, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu, India",ChIJn7N-ElJhUjoRI3OM4auiSrk,"Velappanchavadi (Harsha Toyota), Maduravoyal Erikarai, Chennai"
Thirunagar (Ambica Empire Hotel),10,stop1,Thirunagar (Ambica Empire Hotel),13.0557401,80.21116549999999,13.055754448833062,80.21094888909829,"79, Jawaharlal Nehru Salai, Thiru Nagar Colony, NGO Colony, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJrV9qfUteUjoR1kJK_CZdxVE,"Thirunagar (Ambica Empire Hotel), Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop2,Vallavan Hotel,13.0546842,80.2129595,13.05470476089369,80.21296060046915,"Thirunagar, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJa80iAOtmUjoRVss_YGmMnB0,"Vallavan Hotel, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop3,SAF Games Village,13.0648085,80.20773,13.064628174909986,80.20771076010128,"SAF Games Village, Annai Sathya Nagar, Koyambedu, Chennai, Tamil Nadu, India",ChIJOc2wur1mUjoRPtEBWq2Snqw,"SAF Games Village, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop4,Vijayakanth kalayana Mandapam,13.0745851,80.2001034,13.074523601364618,80.19994191034961,"j n saalai, 36F2+R2Q, Jawaharlal Nehru Salai, Janakiraman Colony, Koyambedu, Chennai, Tamil Nadu 600107, India",ChIJOfyT0mdnUjoRWqmp_ulCWJQ,"Vijayakanth kalayana Mandapam, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop5,Toyota Show Room,13.0557401,80.21116549999999,13.055754448833062,80.21094888909829,"79, Jawaharlal Nehru Salai, Thiru Nagar Colony, NGO Colony, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJrV9qfUteUjoR1kJK_CZdxVE,"Toyota Show Room, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop6,Jems Apartment,13.0546842,80.2129595,13.05470476089369,80.21296060046915,"Thirunagar, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJa80iAOtmUjoRVss_YGmMnB0,"Jems Apartment, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop7,Nerkundram,13.0546842,80.2129595,13.05470476089369,80.21296060046915,"Thirunagar, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJa80iAOtmUjoRVss_YGmMnB0,"Nerkundram, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop8,Vengaya Mandi,13.0546842,80.2129595,13.05470476089369,80.21296060046915,"Thirunagar, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJa80iAOtmUjoRVss_YGmMnB0,"Vengaya Mandi, Thirunagar (Ambica Empire Hotel), Chennai"
Thirunagar (Ambica Empire Hotel),10,stop9,College campus,13.0546842,80.2129595,13.05470476089369,80.21296060046915,"Thirunagar, Vadapalani, Chennai, Tamil Nadu 600026, India",ChIJa80iAOtmUjoRVss_YGmMnB0,"College campus, Thirunagar (Ambica Empire Hotel), Chennai"
New Avadi Road Water Tank,11,stop1,New Avadi Road Water Tank,13.0957003,80.2213611,13.095700299999999,80.2213611,"New Avadi Rd, Chennai, Tamil Nadu, India",ChIJ6XjqZRVkUjoRuVycbMuVnpQ,"New Avadi Road Water Tank, New Avadi Road Water Tank, Chennai"
New Avadi Road Water Tank,11,stop2,Gangaiamman koil,13.0891682,80.229844,13.08925081391552,80.22988658500056,"96, Gujji Main Rd, Kumaran Nagar, Kilpauk, Chennai, Tamil Nadu 600102, India",ChIJRZNQS3FlUjoRzuNitqjR00o,"Gangaiamman koil, New Avadi Road Water Tank, Chennai"
New Avadi Road Water Tank,11,stop3,Lotus Colony,13.0922633,80.22249099999999,13.092086284148202,80.22248120972424,"Lotus colony, N Block, Annanagar East, Chennai, Tamil Nadu 600102, India",ChIJ-y6zegBlUjoRjzSAEfP71D8,"Lotus Colony, New Avadi Road Water Tank, Chennai"
New Avadi Road Water Tank,11,stop4,14- Shop,13.0828802,80.2269476,13.082887699239262,80.22706298062923,"Shop No 4, Cement Road, next to Hap Daily Arokya Milk, Tamilar Nagar, KVN Puram, Shenoy Nagar, Chennai, Tamil Nadu 600030, India",ChIJ57_yLipkUjoRY0KcyxCnbqk,"14- Shop, New Avadi Road Water Tank, Chennai"
New Avadi Road Water Tank,11,stop5,Kandasamy College,13.0855509,80.2183376,13.085557635856556,80.21812385137828,"E7, 3rd Ave, Block E, Annanagar East, Chennai, Tamil Nadu 600102, India",ChIJExXDeSZkUjoRqaOvNTq6arw,"Kandasamy College, New Avadi Road Water Tank, Chennai"
New Avadi Road Water Tank,11,stop6,Nalli Silks,13.0845526,80.2155027,13.08455386265543,80.21541876234627,"13, 2nd Ave, Lapis lagoon, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",ChIJ9TxYtCZkUjoRZI-GS5LhiE0,"Nalli Silks, New Avadi Road Water Tank, Chennai"
New Avadi Road Water Tank,11,stop7,Ayyappan Temple,13.0851268,80.21313649999999,13.085137691442107,80.21295396153032,"C-45, 2 nd Avenue Road, X42, 6th Main Rd, Opposite Annanagar Visveswaraya Tower Park, Opposite KHM Hospital, X Block, Y Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",ChIJX-CoeyFkUjoRtmVPJqmE_a4,"Ayyappan Temple, New Avadi Road Water Tank, Chennai"
